VFD-MS300|1.05|  9.00A|460V| 5  HP|32|15|50|70|83|74|69|75|93|76|29|92|53|42|0|99|83|
Check    |Pr. No   |MODBUS   |Description     |Unit     |Data     |Default  |Min      |Max      |Attribute|Address  |Dot      |Attribute|
X        |14-27    |0E1BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E1B     |0        |32776    |
X        |14-28    |0E1CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E1C     |0        |32776    |
X        |14-29    |0E1DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E1D     |0        |32776    |
X        |14-30    |0E1EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E1E     |0        |32776    |
X        |14-31    |0E1FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E1F     |0        |32776    |
X        |14-32    |0E20H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E20     |0        |32776    |
X        |14-33    |0E21H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E21     |0        |32776    |
X        |14-34    |0E22H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E22     |0        |32776    |
X        |14-35    |0E23H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E23     |0        |32776    |
X        |14-36    |0E24H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E24     |0        |32776    |
X        |14-37    |0E25H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E25     |0        |32776    |
X        |14-38    |0E26H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E26     |0        |32776    |
X        |14-39    |0E27H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E27     |0        |32776    |
X        |14-40    |0E28H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E28     |0        |32776    |
X        |14-41    |0E29H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E29     |0        |32776    |
X        |14-42    |0E2AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E2A     |0        |32776    |
X        |14-43    |0E2BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E2B     |0        |32776    |
X        |14-44    |0E2CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E2C     |0        |32776    |
X        |14-45    |0E2DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E2D     |0        |32776    |
X        |14-46    |0E2EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E2E     |0        |32776    |
X        |14-47    |0E2FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E2F     |0        |32776    |
X        |14-48    |0E30H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E30     |0        |32776    |
X        |14-49    |0E31H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E31     |0        |32776    |
X        |14-50    |0E32H    |Out FREQ REC 2   |Hz       |0.00     |0.00     |0.00     |599.00   |Read-Only|0E32     |2        |520      |
X        |14-51    |0E33H    |DCBus Value REC2 |Vdc      |0.0      |0.0      |0.0      |6553.5   |Read-Only|0E33     |1        |264      |
X        |14-52    |0E34H    |Isum Value REC 2 |Amps     |0.00     |0.00     |0.00     |655.35   |Read-Only|0E34     |2        |520      |
X        |14-53    |0E35H    |IGBT Temp  REC 2 |oC       |0.0      |0.0      |-3276.7  |3276.7   |Read-Only|0E35     |1        |392      |
X        |14-54    |0E36H    |Out FREQ REC 3   |Hz       |0.00     |0.00     |0.00     |599.00   |Read-Only|0E36     |2        |520      |
X        |14-55    |0E37H    |DCBus Value REC3 |Vdc      |0.0      |0.0      |0.0      |6553.5   |Read-Only|0E37     |1        |264      |
X        |14-56    |0E38H    |Isum Value REC 3 |Amps     |0.00     |0.00     |0.00     |655.35   |Read-Only|0E38     |2        |520      |
X        |14-57    |0E39H    |IGBT Temp  REC 3 |oC       |0.0      |0.0      |-3276.7  |3276.7   |Read-Only|0E39     |1        |392      |
X        |14-58    |0E3AH    |Out FREQ REC 4   |Hz       |0.00     |0.00     |0.00     |599.00   |Read-Only|0E3A     |2        |520      |
X        |14-59    |0E3BH    |DCBus Value REC4 |Vdc      |0.0      |0.0      |0.0      |6553.5   |Read-Only|0E3B     |1        |264      |
X        |14-60    |0E3CH    |Isum Value REC 4 |Amps     |0.00     |0.00     |0.00     |655.35   |Read-Only|0E3C     |2        |520      |
X        |14-61    |0E3DH    |IGBT Temp  REC 4 |oC       |0.0      |0.0      |-3276.7  |3276.7   |Read-Only|0E3D     |1        |392      |
X        |14-62    |0E3EH    |Out FREQ REC 5   |Hz       |0.00     |0.00     |0.00     |599.00   |Read-Only|0E3E     |2        |520      |
X        |14-63    |0E3FH    |DCBus Value REC5 |Vdc      |0.0      |0.0      |0.0      |6553.5   |Read-Only|0E3F     |1        |264      |
X        |14-64    |0E40H    |Isum Value REC 5 |Amps     |0.00     |0.00     |0.00     |655.35   |Read-Only|0E40     |2        |520      |
X        |14-65    |0E41H    |IGBT Temp  REC 5 |oC       |0.0      |0.0      |-3276.7  |3276.7   |Read-Only|0E41     |1        |392      |
X        |14-66    |0E42H    |Out FREQ REC 6   |Hz       |0.00     |0.00     |0.00     |599.00   |Read-Only|0E42     |2        |520      |
X        |14-67    |0E43H    |DCBus Value REC6 |Vdc      |0.0      |0.0      |0.0      |6553.5   |Read-Only|0E43     |1        |264      |
X        |14-68    |0E44H    |Isum Value REC 6 |Amps     |0.00     |0.00     |0.00     |655.35   |Read-Only|0E44     |2        |520      |
X        |14-69    |0E45H    |IGBT Temp  REC 6 |oC       |0.0      |0.0      |-3276.7  |3276.7   |Read-Only|0E45     |1        |392      |
X        |14-70    |0E46H    |7th Fault Record |####     |0        |0        |0        |65535    |Read-Only|0E46     |0        |8200     |
X        |14-71    |0E47H    |8th Fault Record |####     |0        |0        |0        |65535    |Read-Only|0E47     |0        |8200     |
X        |14-72    |0E48H    |9th Fault Record |####     |0        |0        |0        |65535    |Read-Only|0E48     |0        |8200     |
X        |14-73    |0E49H    |10th FaultRecord |####     |0        |0        |0        |65535    |Read-Only|0E49     |0        |8200     |
X        |14-74    |0E4AH    |Over TQC3 Method |####     |0        |0        |0        |4        |Writable |0E4A     |0        |8210     |
X        |14-75    |0E4BH    |Over TQC3 Level  |%        |120      |120      |10       |250      |Writable |0E4B     |0        |18       |
X        |14-76    |0E4CH    |Over TQC3 Time   |sec      |0.1      |0.1      |0.1      |60.0     |Writable |0E4C     |1        |274      |
X        |14-77    |0E4DH    |Over TQC4 Method |####     |0        |0        |0        |4        |Writable |0E4D     |0        |8210     |
X        |14-78    |0E4EH    |Over TQC4 Level  |%        |120      |120      |10       |250      |Writable |0E4E     |0        |18       |
X        |14-79    |0E4FH    |Over TQC4 Time   |sec      |0.1      |0.1      |0.1      |60.0     |Writable |0E4F     |1        |274      |
X        |14-80    |0E50H    |Thermal RLY3 SEL |####     |2        |2        |0        |2        |Writable |0E50     |0        |8210     |
X        |14-81    |0E51H    |Thermal RLY3 T   |sec      |60.0     |60.0     |30.0     |600.0    |Writable |0E51     |1        |274      |
X        |14-82    |0E52H    |Thermal RLY4 SEL |####     |2        |2        |0        |2        |Writable |0E52     |0        |8210     |
X        |14-83    |0E53H    |Thermal RLY4 T   |sec      |60.0     |60.0     |30.0     |600.0    |Writable |0E53     |1        |274      |
